"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","date2"
"1","AUS","Oceania","Australia","2020-01-26",4,4,NA,NA,NA,NA,0.153,0.153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-37,-0.31,2.9,-1.4413683,2020-01-26
"2","AUS","Oceania","Australia","2020-01-27",5,1,NA,NA,NA,NA,0.191,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-01-27
"3","AUS","Oceania","Australia","2020-01-28",5,0,NA,NA,NA,NA,0.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-01-28
"4","AUS","Oceania","Australia","2020-01-29",6,1,NA,NA,NA,NA,0.229,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-01-29
"5","AUS","Oceania","Australia","2020-01-30",9,3,NA,NA,NA,NA,0.344,0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-01-30
"6","AUS","Oceania","Australia","2020-01-31",9,0,1.286,NA,NA,NA,0.344,0,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-01-31
"7","AUS","Oceania","Australia","2020-02-01",12,3,1.714,NA,NA,NA,0.458,0.115,0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-01
"8","AUS","Oceania","Australia","2020-02-02",12,0,1.143,NA,NA,NA,0.458,0,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.89,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-19.9,-0.14,0.59,-0.7752224,2020-02-02
"9","AUS","Oceania","Australia","2020-02-03",12,0,1,NA,NA,NA,0.458,0,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-03
"10","AUS","Oceania","Australia","2020-02-04",13,1,1.143,NA,NA,NA,0.497,0.038,0.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-04
"11","AUS","Oceania","Australia","2020-02-05",13,0,1,NA,NA,NA,0.497,0,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-05
"12","AUS","Oceania","Australia","2020-02-06",14,1,0.714,NA,NA,NA,0.535,0.038,0.027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-06
"13","AUS","Oceania","Australia","2020-02-07",15,1,0.857,NA,NA,NA,0.573,0.038,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-07
"14","AUS","Oceania","Australia","2020-02-08",15,0,0.429,NA,NA,NA,0.573,0,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-08
"15","AUS","Oceania","Australia","2020-02-09",15,0,0.429,NA,NA,NA,0.573,0,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-32.4,-0.18,-0.43,-1.2621713,2020-02-09
"16","AUS","Oceania","Australia","2020-02-10",15,0,0.429,NA,NA,NA,0.573,0,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-10
"17","AUS","Oceania","Australia","2020-02-11",15,0,0.286,NA,NA,NA,0.573,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-11
"18","AUS","Oceania","Australia","2020-02-12",15,0,0.286,NA,NA,NA,0.573,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-12
"19","AUS","Oceania","Australia","2020-02-13",15,0,0.143,NA,NA,NA,0.573,0,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-13
"20","AUS","Oceania","Australia","2020-02-14",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-14
"21","AUS","Oceania","Australia","2020-02-15",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-15
"22","AUS","Oceania","Australia","2020-02-16",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,84.1,0.41,4,3.2761912,2020-02-16
"23","AUS","Oceania","Australia","2020-02-17",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-17
"24","AUS","Oceania","Australia","2020-02-18",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-18
"25","AUS","Oceania","Australia","2020-02-19",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-19
"26","AUS","Oceania","Australia","2020-02-20",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-20
"27","AUS","Oceania","Australia","2020-02-21",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-21
"28","AUS","Oceania","Australia","2020-02-22",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-22
"29","AUS","Oceania","Australia","2020-02-23",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,170.4,0.73,2.9,6.6380854,2020-02-23
"30","AUS","Oceania","Australia","2020-02-24",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-24
"31","AUS","Oceania","Australia","2020-02-25",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-25
"32","AUS","Oceania","Australia","2020-02-26",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-26
"33","AUS","Oceania","Australia","2020-02-27",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-27
"34","AUS","Oceania","Australia","2020-02-28",15,0,0,NA,NA,NA,0.573,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-28
"35","AUS","Oceania","Australia","2020-02-29",25,10,1.429,NA,NA,NA,0.955,0.382,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-02-29
"36","AUS","Oceania","Australia","2020-03-01",27,2,1.714,1,1,NA,1.031,0.076,0.065,0.038,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,312.5,1.18,4.82,12.173719,2020-03-01
"37","AUS","Oceania","Australia","2020-03-02",30,3,2.143,1,0,NA,1.146,0.115,0.082,0.038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-02
"38","AUS","Oceania","Australia","2020-03-03",39,9,3.429,1,0,NA,1.49,0.344,0.131,0.038,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-03
"39","AUS","Oceania","Australia","2020-03-04",52,13,5.286,2,1,NA,1.986,0.497,0.202,0.076,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-04
"40","AUS","Oceania","Australia","2020-03-05",55,3,5.714,2,0,NA,2.101,0.115,0.218,0.076,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-05
"41","AUS","Oceania","Australia","2020-03-06",60,5,6.429,2,0,0.286,2.292,0.191,0.246,0.076,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-06
"42","AUS","Oceania","Australia","2020-03-07",63,3,5.429,2,0,0.286,2.407,0.115,0.207,0.076,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,6796,NA,0.262,NA,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-07
"43","AUS","Oceania","Australia","2020-03-08",76,13,7,3,1,0.286,2.903,0.497,0.267,0.115,0.038,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,7216,420,0.278,0.016,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,322,1.09,0.32,12.5438,2020-03-08
"44","AUS","Oceania","Australia","2020-03-09",91,15,8.714,3,0,0.286,3.476,0.573,0.333,0.115,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,8371,1155,0.323,0.045,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-09
"45","AUS","Oceania","Australia","2020-03-10",107,16,9.714,3,0,0.286,4.087,0.611,0.371,0.115,0,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,9034,663,0.349,0.026,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-10
"46","AUS","Oceania","Australia","2020-03-11",128,21,10.857,3,0,0.143,4.89,0.802,0.415,0.115,0,0.005,2.18,NA,NA,NA,NA,NA,NA,NA,NA,10221,1187,0.394,0.046,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-11
"47","AUS","Oceania","Australia","2020-03-12",128,0,10.429,3,0,0.143,4.89,0,0.398,0.115,0,0.005,2.22,NA,NA,NA,NA,NA,NA,NA,NA,14856,4635,0.573,0.179,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-12
"48","AUS","Oceania","Australia","2020-03-13",200,72,20,3,0,0.143,7.64,2.75,0.764,0.115,0,0.005,2.32,NA,NA,NA,NA,NA,NA,NA,NA,16685,1829,0.644,0.071,NA,NA,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-13
"49","AUS","Oceania","Australia","2020-03-14",250,50,26.714,3,0,0.143,9.55,1.91,1.021,0.115,0,0.005,2.31,NA,NA,NA,NA,NA,NA,NA,NA,20496,3811,0.791,0.147,1957,0.075,0.0137,73.3,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-14
"50","AUS","Oceania","Australia","2020-03-15",297,47,31.571,3,0,0,11.346,1.795,1.206,0.115,0,0,2.32,NA,NA,NA,NA,NA,NA,NA,NA,22567,2071,0.871,0.08,2193,0.085,0.0144,69.5,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,373.9,1.16,1.77,14.565611,2020-03-15
"51","AUS","Oceania","Australia","2020-03-16",377,80,40.857,3,0,0,14.402,3.056,1.561,0.115,0,0,2.39,NA,NA,NA,NA,NA,NA,NA,NA,44570,22003,1.719,0.849,5171,0.199,0.0079,126.6,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-16
"52","AUS","Oceania","Australia","2020-03-17",452,75,49.286,5,2,0.286,17.267,2.865,1.883,0.191,0.076,0.011,2.41,NA,NA,NA,NA,NA,NA,NA,NA,51057,6487,1.97,0.25,6003,0.232,0.0082,121.8,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.56,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-17
"53","AUS","Oceania","Australia","2020-03-18",568,116,62.857,6,1,0.429,21.698,4.431,2.401,0.229,0.038,0.016,2.45,NA,NA,NA,NA,NA,NA,NA,NA,58074,7017,2.24,0.271,6836,0.264,0.0092,108.8,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.11,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-18
"54","AUS","Oceania","Australia","2020-03-19",681,113,79,6,0,0.429,26.015,4.317,3.018,0.229,0,0.016,2.45,NA,NA,NA,NA,NA,NA,NA,NA,103341,45267,3.987,1.746,12641,0.488,0.0062,160,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.44,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-19
"55","AUS","Oceania","Australia","2020-03-20",791,110,84.429,7,1,0.571,30.217,4.202,3.225,0.267,0.038,0.022,2.43,NA,NA,NA,NA,NA,NA,NA,NA,110784,7443,4.274,0.287,13443,0.519,0.0063,159.2,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.22,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-20
"56","AUS","Oceania","Australia","2020-03-21",1071,280,117.286,7,0,0.571,40.913,10.696,4.48,0.267,0,0.022,2.47,NA,NA,NA,NA,NA,NA,NA,NA,122504,11720,4.726,0.452,14573,0.562,0.008,124.3,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.22,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2020-03-21
