"","iso_code","continent","location","date","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","date2"
"501","AUS","Oceania","Australia","2021-06-09",30225,15,12.571,910,0,0,1154.621,0.573,0.48,34.763,0,0,1.02,0,0,16,0.611,NA,NA,NA,NA,19090830,73284,736.498,2.827,74924,2.89,2e-04,5960.1,"tests performed",5487670,4817746,669924,NA,142808,120710,20.96,18.4,2.56,NA,4611,103605,0.396,71.76,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-09
"502","AUS","Oceania","Australia","2021-06-10",30228,3,12.429,910,0,0,1154.736,0.115,0.475,34.763,0,0,1.01,0,0,16,0.611,NA,NA,NA,NA,19158308,67478,739.101,2.603,70849,2.733,2e-04,5700.3,"tests performed",5641008,4954528,686480,NA,153338,122092,21.55,18.93,2.62,NA,4664,104000,0.397,71.76,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-10
"503","AUS","Oceania","Australia","2021-06-11",30234,6,11,910,0,0,1154.965,0.229,0.42,34.763,0,0,1.02,0,0,15,0.573,NA,NA,NA,NA,19212774,54466,741.202,2.101,65911,2.543,2e-04,5991.9,"tests performed",5773924,NA,703581,NA,132916,120902,22.06,NA,2.69,NA,4619,87433,0.334,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-11
"504","AUS","Oceania","Australia","2021-06-12",30248,14,10.714,910,0,0,1155.5,0.535,0.409,34.763,0,0,1.06,0,0,16,0.611,NA,NA,NA,NA,19261870,49096,743.096,1.894,63004,2.431,2e-04,5880.5,"tests performed",5834746,NA,710650,NA,60822,116913,22.29,NA,2.71,NA,4466,77504,0.296,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-12
"505","AUS","Oceania","Australia","2021-06-13",30262,14,10.143,910,0,0,1156.035,0.535,0.387,34.763,0,0,1.08,1,0.038,25,0.955,NA,NA,NA,NA,19312703,50833,745.058,1.961,62599,2.415,2e-04,6171.6,"tests performed",5867299,5000913,866386,NA,32553,112984,22.41,19.1,3.31,NA,4316,76786,0.293,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-1079.7001,-0.45,5.26,-41.653336,2021-06-13
"506","AUS","Oceania","Australia","2021-06-14",30273,11,9.714,910,0,0,1156.455,0.42,0.371,34.763,0,0,1.11,1,0.038,25,0.955,NA,NA,NA,NA,19351858,39155,746.568,1.511,55478,2.14,2e-04,5711.1,"tests performed",5931245,5029208,902037,NA,63946,103895,22.66,19.21,3.45,NA,3969,65813,0.251,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-14
"507","AUS","Oceania","Australia","2021-06-15",30286,13,10.857,910,0,0,1156.952,0.497,0.415,34.763,0,0,1.14,1,0.038,27,1.031,NA,NA,NA,NA,19394794,42936,748.225,1.656,53893,2.079,2e-04,4963.9,"tests performed",6083320,5157291,926029,NA,152075,105494,23.24,19.7,3.54,NA,4030,66323,0.253,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-15
"508","AUS","Oceania","Australia","2021-06-16",30301,15,10.857,910,0,0,1157.525,0.573,0.415,34.763,0,0,1.15,1,0.038,29,1.108,NA,NA,NA,NA,19442231,47437,750.055,1.83,50200,1.937,2e-04,4623.7,"tests performed",6219330,5258090,961240,NA,136010,104523,23.76,20.09,3.67,NA,3993,62906,0.24,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-16
"509","AUS","Oceania","Australia","2021-06-17",30309,8,11.571,910,0,0,1157.83,0.306,0.442,34.763,0,0,1.17,1,0.038,32,1.222,NA,NA,NA,NA,19512699,70468,752.773,2.719,50627,1.953,2e-04,4375.3,"tests performed",6360666,5340569,1020097,NA,141336,102808,24.3,20.4,3.9,NA,3927,55149,0.211,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-17
"510","AUS","Oceania","Australia","2021-06-18",30322,13,12.571,910,0,0,1158.327,0.497,0.48,34.763,0,0,1.2,1,0.038,36,1.375,NA,NA,NA,NA,19588343,75644,755.691,2.918,53653,2.07,2e-04,4268,"tests performed",6491476,5447144,1044332,NA,130810,102507,24.8,20.81,3.99,NA,3916,68165,0.26,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-18
"511","AUS","Oceania","Australia","2021-06-19",30331,9,11.857,910,0,0,1158.671,0.344,0.453,34.763,0,0,1.24,1,0.038,35,1.337,NA,NA,NA,NA,19661897,73554,758.529,2.838,57147,2.205,2e-04,4819.7,"tests performed",6556029,5499359,1056670,NA,64553,103040,25.04,21.01,4.04,NA,3936,73415,0.28,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-19
"512","AUS","Oceania","Australia","2021-06-20",30355,24,13.286,910,0,0,1159.588,0.917,0.508,34.763,0,0,1.31,1,0.038,36,1.375,NA,NA,NA,NA,19719043,57146,760.734,2.205,58049,2.239,2e-04,4369.2,"tests performed",6590741,5509653,1081088,NA,34712,103349,25.18,21.05,4.13,NA,3948,72677,0.278,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-919.1001,-0.38,4.83,-35.45761,2021-06-20
"513","AUS","Oceania","Australia","2021-06-21",30366,11,13.286,910,0,0,1160.008,0.42,0.508,34.763,0,0,1.35,1,0.038,37,1.413,NA,NA,NA,NA,19779231,60188,763.056,2.322,61053,2.355,2e-04,4595.3,"tests performed",6719384,5630732,1088652,NA,128643,112591,25.67,21.51,4.16,NA,4301,85932,0.328,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-21
"514","AUS","Oceania","Australia","2021-06-22",30380,14,13.429,910,0,0,1160.543,0.535,0.513,34.763,0,0,1.41,0,0,43,1.643,NA,NA,NA,NA,19839066,59835,765.364,2.308,63467,2.448,2e-04,4726.1,"tests performed",6860276,5645745,1214531,NA,140892,110994,26.21,21.57,4.64,NA,4240,69779,0.267,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-22
"515","AUS","Oceania","Australia","2021-06-23",30404,24,14.714,910,0,0,1161.459,0.917,0.562,34.763,0,0,1.48,0,0,45,1.719,NA,NA,NA,NA,19935730,96664,769.093,3.729,70500,2.72,2e-04,4791.4,"tests performed",6999198,5756508,1242690,NA,138922,111410,26.74,21.99,4.75,NA,4256,71203,0.272,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-23
"516","AUS","Oceania","Australia","2021-06-24",30424,20,16.429,910,0,0,1162.223,0.764,0.628,34.763,0,0,1.53,1,0.038,48,1.834,NA,NA,NA,NA,20029252,93522,772.701,3.608,73793,2.847,2e-04,4491.6,"tests performed",7137632,5777713,1359919,NA,138434,110995,27.27,22.07,5.2,NA,4240,62449,0.239,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-24
"517","AUS","Oceania","Australia","2021-06-25",30457,33,19.286,910,0,0,1163.484,1.261,0.737,34.763,0,0,1.58,1,0.038,50,1.91,NA,NA,NA,NA,20121167,91915,776.247,3.546,76118,2.937,3e-04,3946.8,"tests performed",7257605,5871374,1386231,NA,119973,109447,27.72,22.43,5.3,NA,4181,60604,0.232,53.24,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-25
"518","AUS","Oceania","Australia","2021-06-26",30499,42,24,910,0,0,1165.089,1.604,0.917,34.763,0,0,1.59,1,0.038,50,1.91,NA,NA,NA,NA,20216940,95773,779.942,3.695,79292,3.059,3e-04,3303.8,"tests performed",7326320,5876688,1449632,NA,68715,110042,27.99,22.45,5.54,NA,4204,53904,0.206,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-26
"519","AUS","Oceania","Australia","2021-06-27",30528,29,24.714,910,0,0,1166.196,1.108,0.944,34.763,0,0,1.56,2,0.076,59,2.254,NA,NA,NA,NA,20307507,90567,783.436,3.494,84066,3.243,3e-04,3401.6,"tests performed",7374666,5897308,1477358,NA,48346,111989,28.17,22.53,5.64,NA,4278,55379,0.212,71.76,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-823.7001,-0.34,2.84,-31.77721,2021-06-27
"520","AUS","Oceania","Australia","2021-06-28",30560,32,27.714,910,0,0,1167.419,1.222,1.059,34.763,0,0,1.55,1,0.038,60,2.292,NA,NA,NA,NA,20407670,100163,787.3,3.864,89777,3.463,3e-04,3239.4,"tests performed",7500700,6021941,1478759,NA,126034,111617,28.65,23,5.65,NA,4264,55887,0.213,71.76,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-28
"521","AUS","Oceania","Australia","2021-06-29",30602,42,31.714,910,0,0,1169.023,1.604,1.212,34.763,0,0,1.53,1,0.038,62,2.368,NA,NA,NA,NA,20534615,126945,792.197,4.897,99364,3.833,3e-04,3133.1,"tests performed",7645585,6099088,1546497,NA,144885,112187,29.21,23.3,5.91,NA,4286,64763,0.247,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-29
"522","AUS","Oceania","Australia","2021-06-30",30643,41,34.143,910,0,0,1170.589,1.566,1.304,34.763,0,0,1.5,3,0.115,67,2.559,NA,NA,NA,NA,20684917,150302,797.996,5.798,107027,4.129,3e-04,3134.7,"tests performed",7742536,6109102,1633434,NA,96951,106191,29.58,23.34,6.24,NA,4057,50371,0.192,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-06-30
"523","AUS","Oceania","Australia","2021-07-01",30684,41,37.143,910,0,0,1172.156,1.566,1.419,34.763,0,0,1.46,4,0.153,73,2.789,NA,NA,NA,NA,20840689,155772,804.005,6.009,115920,4.472,3e-04,3120.9,"tests performed",7927854,6201581,1726273,NA,185318,112889,30.29,23.69,6.59,NA,4312,60553,0.231,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-01
"524","AUS","Oceania","Australia","2021-07-02",30734,50,39.571,910,0,0,1174.066,1.91,1.512,34.763,0,0,1.41,6,0.229,66,2.521,NA,NA,NA,NA,21003473,162784,810.285,6.28,126044,4.863,3e-04,3185.3,"tests performed",8082671,6274405,1808266,NA,154817,117867,30.88,23.97,6.91,NA,4503,57576,0.22,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-02
"525","AUS","Oceania","Australia","2021-07-03",30753,19,36.286,910,0,0,1174.792,0.726,1.386,34.763,0,0,1.37,7,0.267,75,2.865,NA,NA,NA,NA,21136331,132858,815.411,5.125,131342,5.067,3e-04,3619.6,"tests performed",8175657,6319911,1855746,NA,92986,121334,31.23,24.14,7.09,NA,4635,63318,0.242,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-03
"526","AUS","Oceania","Australia","2021-07-04",30804,51,39.429,910,0,0,1176.74,1.948,1.506,34.763,0,0,1.36,7,0.267,83,3.171,NA,NA,NA,NA,21241364,105033,819.463,4.052,133408,5.147,3e-04,3383.5,"tests performed",8225986,6348365,1877621,NA,50329,121617,31.42,24.25,7.17,NA,4646,64437,0.246,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-769.9001,-0.31,1.58,-29.701681,2021-07-04
"527","AUS","Oceania","Australia","2021-07-05",30831,27,38.714,910,0,0,1177.771,1.031,1.479,34.763,0,0,1.37,9,0.344,78,2.98,NA,NA,NA,NA,21358298,116934,823.974,4.511,135804,5.239,3e-04,3507.9,"tests performed",8361030,6416805,1944225,NA,135044,122904,31.94,24.51,7.43,NA,4695,56409,0.215,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-05
"528","AUS","Oceania","Australia","2021-07-06",30861,30,37,910,0,0,1178.917,1.146,1.413,34.763,0,0,1.4,8,0.306,91,3.476,NA,NA,NA,NA,21451861,93563,827.583,3.61,131035,5.055,3e-04,3541.5,"tests performed",8520494,6496559,2023935,NA,159464,124987,32.55,24.82,7.73,NA,4775,56782,0.217,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-06
"529","AUS","Oceania","Australia","2021-07-07",30903,42,37.143,910,0,0,1180.522,1.604,1.419,34.763,0,0,1.45,13,0.497,98,3.744,NA,NA,NA,NA,21533898,82037,830.748,3.165,121283,4.679,3e-04,3265.3,"tests performed",8670124,6570649,2099475,NA,149630,132513,33.12,25.1,8.02,NA,5062,65935,0.252,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-07
"530","AUS","Oceania","Australia","2021-07-08",30951,48,38.143,910,0,0,1182.355,1.834,1.457,34.763,0,0,1.52,12,0.458,100,3.82,NA,NA,NA,NA,21633133,99235,834.577,3.828,113206,4.367,3e-04,2967.9,"tests performed",8826874,6646330,2180544,NA,156750,128431,33.72,25.39,8.33,NA,4906,63536,0.243,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-08
"531","AUS","Oceania","Australia","2021-07-09",31015,64,40.143,910,0,0,1184.8,2.445,1.533,34.763,0,0,1.59,18,0.688,106,4.049,NA,NA,NA,NA,21731237,98104,838.361,3.785,103966,4.011,4e-04,2589.9,"tests performed",8971704,6717106,2254598,NA,144830,127005,34.27,25.66,8.61,NA,4852,63243,0.242,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-09
"532","AUS","Oceania","Australia","2021-07-10",31100,85,49.571,911,1,0.143,1188.047,3.247,1.894,34.801,0.038,0.005,1.66,17,0.649,107,4.087,NA,NA,NA,NA,21824859,93622,841.973,3.612,98361,3.795,5e-04,1984.2,"tests performed",9070369,6766522,2303847,NA,98665,127816,34.65,25.85,8.8,NA,4883,63802,0.244,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-10
"533","AUS","Oceania","Australia","2021-07-11",31221,121,59.571,911,0,0.143,1192.67,4.622,2.276,34.801,0,0.005,1.69,20,0.764,124,4.737,NA,NA,NA,NA,21916914,92055,845.524,3.551,96507,3.723,6e-04,1620,"tests performed",9123787,6798066,2325721,NA,53418,128257,34.85,25.97,8.88,NA,4900,64243,0.245,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-717.7001,-0.28,1.5,-27.687878,2021-07-11
"534","AUS","Oceania","Australia","2021-07-12",31323,102,70.286,912,1,0.286,1196.566,3.896,2.685,34.839,0.038,0.011,1.67,23,0.879,119,4.546,NA,NA,NA,NA,22047047,130133,850.545,5.02,98393,3.796,7e-04,1399.9,"tests performed",9269905,6869133,2400772,NA,146118,129839,35.41,26.24,9.17,NA,4960,64618,0.247,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-12
"535","AUS","Oceania","Australia","2021-07-13",31429,106,81.143,912,0,0.286,1200.615,4.049,3.1,34.839,0,0.011,1.63,22,0.84,122,4.661,NA,NA,NA,NA,22149843,102796,854.511,3.966,99712,3.847,8e-04,1228.8,"tests performed",9438826,6950177,2488649,NA,168921,131190,36.06,26.55,9.51,NA,5012,64803,0.248,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-13
"536","AUS","Oceania","Australia","2021-07-14",31513,84,87.143,912,0,0.286,1203.824,3.209,3.329,34.839,0,0.011,1.59,22,0.84,126,4.813,NA,NA,NA,NA,22275925,126082,859.375,4.864,106004,4.089,8e-04,1216.4,"tests performed",9608851,7030339,2578512,NA,170025,134104,36.71,26.86,9.85,NA,5123,65670,0.251,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-14
"537","AUS","Oceania","Australia","2021-07-15",31626,113,96.429,912,0,0.286,1208.141,4.317,3.684,34.839,0,0.011,1.56,21,0.802,128,4.89,NA,NA,NA,NA,22388993,113068,863.737,4.362,107980,4.166,9e-04,1119.8,"tests performed",9780543,7110598,2669945,NA,171692,136238,37.36,27.16,10.2,NA,5204,66324,0.253,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-15
"538","AUS","Oceania","Australia","2021-07-16",31771,145,108,913,1,0.429,1213.68,5.539,4.126,34.877,0.038,0.016,1.53,20,0.764,113,4.317,NA,NA,NA,NA,22529974,140981,869.175,5.439,114105,4.402,9e-04,1056.5,"tests performed",9943302,7189791,2753511,NA,162759,138800,37.98,27.47,10.52,NA,5302,67526,0.258,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-16
"539","AUS","Oceania","Australia","2021-07-17",31899,128,114.143,914,1,0.429,1218.57,4.89,4.36,34.916,0.038,0.016,1.49,20,0.764,114,4.355,NA,NA,NA,NA,22688656,158682,875.297,6.122,123400,4.761,9e-04,1081.1,"tests performed",10045830,7243962,2801868,NA,102528,139352,38.38,27.67,10.7,NA,5323,68206,0.261,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-17
"540","AUS","Oceania","Australia","2021-07-18",32016,117,113.571,914,0,0.429,1223.039,4.47,4.339,34.916,0,0.016,1.46,26,0.993,123,4.699,NA,NA,NA,NA,22833930,145274,880.902,5.604,131002,5.054,9e-04,1153.5,"tests performed",10103159,7274900,2828259,NA,57329,139910,38.59,27.79,10.8,NA,5345,68119,0.26,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-601.7001,-0.24,3.34,-23.212757,2021-07-18
"541","AUS","Oceania","Australia","2021-07-19",32120,104,113.857,915,1,0.429,1227.012,3.973,4.349,34.954,0.038,0.016,1.44,29,1.108,137,5.234,NA,NA,NA,NA,22992738,158808,887.028,6.127,135099,5.212,8e-04,1186.6,"tests performed",10270344,7363541,2906803,NA,167185,142920,39.23,28.13,11.1,NA,5460,70630,0.27,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-19
"542","AUS","Oceania","Australia","2021-07-20",32266,146,119.571,915,0,0.429,1232.589,5.577,4.568,34.954,0,0.016,1.43,26,0.993,146,5.577,NA,NA,NA,NA,23130114,137376,892.328,5.3,140039,5.403,9e-04,1171.2,"tests performed",10443776,7449080,2994696,NA,173432,143564,39.9,28.46,11.44,NA,5484,71272,0.272,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-20
"543","AUS","Oceania","Australia","2021-07-21",32426,160,130.429,915,0,0.429,1238.702,6.112,4.982,34.954,0,0.016,1.43,31,1.184,158,6.036,NA,NA,NA,NA,23310294,180180,899.279,6.951,147767,5.701,9e-04,1132.9,"tests performed",10638716,7548583,3090133,NA,194940,147124,40.64,28.84,11.8,NA,5620,74035,0.283,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-21
"544","AUS","Oceania","Australia","2021-07-22",32582,156,136.571,916,1,0.571,1244.661,5.959,5.217,34.992,0.038,0.022,1.41,35,1.337,170,6.494,NA,NA,NA,NA,23484726,174432,906.008,6.729,156533,6.039,9e-04,1146.2,"tests performed",10826896,7643470,3183426,NA,188180,149479,41.36,29.2,12.16,NA,5710,76125,0.291,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-22
"545","AUS","Oceania","Australia","2021-07-23",32753,171,140.286,916,0,0.429,1251.193,6.532,5.359,34.992,0,0.016,1.39,41,1.566,173,6.609,NA,NA,NA,NA,23664216,179490,912.933,6.924,162035,6.251,9e-04,1155,"tests performed",11011255,7739291,3271964,NA,184359,152565,42.06,29.56,12.5,NA,5828,78500,0.3,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-23
"546","AUS","Oceania","Australia","2021-07-24",32918,165,145.571,918,2,0.571,1257.496,6.303,5.561,35.068,0.076,0.022,1.38,46,1.757,173,6.609,NA,NA,NA,NA,23839682,175466,919.702,6.769,164432,6.344,9e-04,1129.6,"tests performed",11130234,7803021,3327213,NA,118979,154915,42.52,29.81,12.71,NA,5918,79866,0.305,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-24
"547","AUS","Oceania","Australia","2021-07-25",33082,164,152.286,918,0,0.571,1263.761,6.265,5.817,35.068,0,0.022,1.38,47,1.795,191,7.296,NA,NA,NA,NA,24013507,173825,926.408,6.706,168511,6.501,9e-04,1106.5,"tests performed",11199809,7840804,3359005,NA,69575,156664,42.78,29.95,12.83,NA,5985,80843,0.309,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,-544.9001,-0.21,1.6,-21.021492,2021-07-25
"548","AUS","Oceania","Australia","2021-07-26",33266,184,163.714,922,4,1,1270.79,7.029,6.254,35.221,0.153,0.038,1.38,50,1.91,207,7.908,NA,NA,NA,NA,24177665,164158,932.741,6.333,169275,6.53,0.001,1034,"tests performed",11379476,7934454,3445022,NA,179667,158447,43.47,30.31,13.16,NA,6053,81559,0.312,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-26
"549","AUS","Oceania","Australia","2021-07-27",33473,207,172.429,921,NA,NA,1278.698,7.908,6.587,35.183,NA,NA,1.38,59,2.254,221,8.442,NA,NA,NA,NA,24324400,146735,938.402,5.661,170612,6.582,0.001,989.5,"tests performed",11570868,8025806,3545062,NA,191392,161013,44.2,30.66,13.54,NA,6151,82389,0.315,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-27
"550","AUS","Oceania","Australia","2021-07-28",33726,253,185.714,923,2,1.286,1288.363,9.665,7.094,35.259,0.076,0.049,1.37,58,2.216,224,8.557,NA,NA,NA,NA,24493366,168966,944.92,6.518,169010,6.52,0.0011,910.1,"tests performed",11794088,8137548,3656540,NA,223220,165053,45.05,31.09,13.97,NA,6305,84138,0.321,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-28
"551","AUS","Oceania","Australia","2021-07-29",33909,183,189.571,923,0,1.143,1295.354,6.991,7.242,35.259,0,0.044,1.35,62,2.368,234,8.939,NA,NA,NA,NA,24697610,204244,952.8,7.879,173269,6.684,0.0011,914,"tests performed",11999027,8237020,3762007,NA,204939,167447,45.84,31.47,14.37,NA,6397,84793,0.324,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-29
"552","AUS","Oceania","Australia","2021-07-30",34130,221,196.714,924,1,1.286,1303.796,8.442,7.515,35.298,0.038,0.049,1.34,57,2.177,250,9.55,NA,NA,NA,NA,24873663,176053,959.592,6.792,172778,6.666,0.0011,878.3,"tests performed",12209797,8344012,3865785,NA,210770,171220,46.64,31.87,14.77,NA,6541,86389,0.33,68.06,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,NA,3.84,83.44,0.944,26177410,NA,NA,NA,NA,2021-07-30
